AU1Variation;AU11Variation;AU21Variation;AU22Variation;AU4Variation;AU51Variation;AU52Variation;AU61Variation;AU62Variation;AU91Variation;AU92Variation;AU10Variation;AU12Variation;AU151Variation;AU152Variation;AU17Variation;AU20Variation;AU23Variation;AU24Variation;AU25Variation;AU26Variation;AU27Variation;Emotion
-3.1122965769893227;-0.6005020840678625;-3.7922782444181564;-5.886922694858569;-8.91963878184395;-4.983420757252018;-6.090722034374522;-4.983420757252018;-6.090722034374522;-6.052539563386631;-5.44583930139467;3.082966256827657;0.0859370993754709;-0.683348463605185;-0.8474117651604516;-4.888410049235297;10.924422720620186;0.0859370993754709;-7.971586452994618;0.0;5.929718509774716;5.929718509774716;1
2.7827436395563865;-1.6018085356731433;-4.478991644759631;-3.0524896167326574;-7.016662039607269;-1.0293863659264026;-3.0917501351666594;-1.0293863659264026;-3.0917501351666594;-7.359613565136044;-8.057105518435705;5.015148038438355;-7.024161184677581;-0.894279376230017;-1.7217384839386014;-4.9905668772057155;-0.9912287450431023;-7.024161184677581;-10.0;0.0;-5.981819684199465;-5.981819684199465;1
-6.752890582093201;-1.5222319485673097;-3.6943710308222393;-6.963933759572555;-6.997030778954777;-0.13497887031168787;-1.9960899875534945;-0.13497887031168787;-1.9960899875534945;-6.894901960899091;-8.822625247000786;0.9971631205511713;-2.994565377908245;1.97273333539637;2.8588966356147907;-3.999093279663782;2.861052839004131;-2.994565377908245;-4.993972489122729;0.41421356237309515;-1.0553587323759501;-1.0553587323759501;1
-4.273725696619767;-4.354151177812;-2.4129800994976804;-2.690394070306155;-6.072753414363021;0.9546389828127388;0.0;0.9546389828127388;0.0;-4.796285679290989;-5.179955903474948;1.052825523023806;0.0;-0.7020782562418475;0.0;-3.9200882572524876;3.99925946536316;0.0;-4.980121165727127;0.0;0.0440742475943523;0.0440742475943523;1
-6.683328128252668;-10.173554651544485;-6.723076990519964;-7.078820323677185;-11.044612765730573;-4.0;-1.9797995124556511;-4.0;-1.9797995124556511;-11.981395739800377;-13.579614885288422;-0.9983700113935434;-0.9718365716809529;-3.6760356976346067;-3.745801460592226;-10.01249804748511;2.9700578448637245;-0.9718365716809529;-8.961595189594702;0.41421356237309515;-6.999542169558168;-6.999542169558168;1
-1.100388149528598;-1.7036788721420137;-4.462046601076665;-4.434502782734199;-4.985694549912676;0.13497887031168787;-1.9726065504669563;0.13497887031168787;-1.9726065504669563;-4.937527103214123;-5.883500130231937;-6.023796041628639;13.956849458334503;-0.7731624262005781;-0.37393235075389697;-2.013155617496423;0.09988913511872255;13.956849458334503;4.0;0.0;-1.9504873611507634;-1.9504873611507634;1
-2.2763639059861482;-2.731574560953092;-3.491663429768465;-4.791099593145127;-3.997027153315173;2.0;1.9899758790498439;2.0;1.9899758790498439;-2.7456707583294246;-3.796673158815395;4.991688016127879;-6.9585784814866685;0.9625339381362181;0.21488701864777227;-2.0314242056487046;0.053113411910160835;-6.9585784814866685;-7.015621187164243;0.0;-1.9981524249419067;-1.9981524249419067;1
-5.750516086033567;-4.9768130392807315;-1.9924776679769494;-1.8082009465315707;-8.917485014852037;-0.9944904829834726;-2.0553851381374173;-0.9944904829834726;-2.0553851381374173;-8.501038872349056;-8.798713839664053;0.977284454454761;-2.020629928727871;-3.226771005492097;-4.465229243045755;-0.03406892175970455;1.0642624912515757;-2.020629928727871;-0.9989195039165999;3.1622776601683795;1.0411724720368625;1.0411724720368625;1
-3.2972435114242415;-4.113825375634459;-5.806352372764316;-4.1900685496106505;-5.994716130583953;-1.9876178728223408;-2.0;-1.9876178728223408;-2.0;-9.95883909817799;-9.575368902551034;-2.020824298928627;-1.032778078668514;0.7094570774669862;1.9637700860734952;-4.034436465760855;0.1289089974006643;-1.032778078668514;-1.9965368354385475;4.0;-3.984282907423477;-3.984282907423477;1
-3.336456127028388;-3.2514441193262336;-6.183248675795646;-5.972789154507922;-7.992214581772146;-3.045361017187261;-3.0;-3.045361017187261;-3.0;-7.131240779515409;-7.441488618147645;-0.9750156054992125;7.993055890421232;-2.141749176452066;-2.179843075327625;-9.997500952714837;6.0;7.993055890421232;-9.017236257093817;1.0;-3.9997783135308254;-3.9997783135308254;1
-3.7614664528323942;-6.955448717307576;-8.17287395131013;-4.954023639502964;-3.991101388526399;-2.0312195418813985;0.038404810405298306;-2.0312195418813985;0.038404810405298306;-3.6320830176067176;-4.998751093261262;1.0700387152282005;-3.9218898585729676;-4.4298564012946855;-2.174002831003257;-8.89224835005075;7.117801666060032;-3.9218898585729676;-9.963910532954468;0.0;-1.7788326532459706;-1.7788326532459706;1
-5.339136531567906;-4.7091709401913455;-4.205074583642393;-6.923328339056681;-9.0;-4.033296378372908;-3.9896249630891027;-4.033296378372908;-3.9896249630891027;-7.914346009874961;-8.540929769376405;-0.09072203437452231;3.993750244121557;-3.936872473498312;-2.987381772848096;0.9886378306692265;-0.04094785974136528;3.993750244121557;0.977284454454761;1.0;0.9998203539028054;0.9998203539028054;1
